0.061105754	-0.09164393	0.008815728	0.20246	0.1279294	-0.01604533	0.017848216	-0.06683597	-0.0725147	0.08444533	-0.014629249	0.061905086	0.13484402	0.04300612	0.1358466	-0.053252988
-0.049311433	-0.04422085	-0.025231598	0.19745208	0.061737984	-0.111309394	-0.107416436	0.05799966	-0.0042401883	0.09730077	-0.10517144	0.12039985	0.11290101	-0.06917208	0.11638861	-0.16614363
-0.1624665	0.18414296	0.21812424	-0.02955937	-0.13530865	-0.23080964	-0.16916232	0.15154922	0.20696078	-0.15191819	-0.22888397	0.25371343	-0.13503577	-0.18930797	-0.15400593	-0.20228851
0.003487728	-0.027734246	0.033516046	0.11925162	0.14345501	-0.12660165	-0.10739661	0.027618153	0.035731442	0.093442574	-0.12371786	0.12804085	0.08010874	-0.053691905	0.11064793	-0.149813
-0.10940587	0.08641825	0.06026982	0.10131572	0.07138511	-0.09611788	-0.09360895	0.090092406	0.11031582	-0.047091633	-0.09333799	0.15285538	0.007263362	-0.10937073	-0.02520127	-0.14046387
0.09589434	-0.08142609	-0.04617424	0.23661959	0.15556395	0.03779026	-0.06628927	-0.07721278	-0.15172242	0.13468856	-0.0019397229	0.11134842	0.10943716	0.01728209	0.17228837	-0.043171708
-0.058146823	0.06070116	0.1266236	0.0022846037	0.011621679	-0.14185938	-0.15248963	0.092935875	0.13946171	-0.021925356	-0.15458131	0.16057852	0.011890364	-0.09683323	-0.07574843	-0.20283687
-0.0452583	0.07416692	0.12623516	0.020808564	-0.049754012	-0.14863315	-0.120077886	0.09274085	0.063669994	-0.081336215	-0.086625546	0.19647543	-0.050812263	-0.052057307	-0.021422569	-0.11293325
-0.1769102	0.15704596	0.15342233	-0.032620963	-0.0569382	-0.1671913	-0.19824314	0.17929597	0.1482819	-0.13406216	-0.22531085	0.27442372	-0.1016447	-0.2095329	-0.12385659	-0.2557572
-0.120502576	0.053959582	0.0138408225	0.07830172	-0.022999503	-0.11453363	-0.20292443	0.07900597	0.0014468834	0.047628604	-0.17087309	0.2398231	0.05360201	-0.045797408	0.018142754	-0.1807117
0.16152132	-0.17288737	-0.14153637	0.26595414	0.20446695	0.06415198	-0.017747544	-0.09043713	-0.12162409	0.14424637	0.021088278	0.045678396	0.21607554	0.121704996	0.2135318	-0.01618939
0.0068674693	-0.05340403	-0.0100101745	0.10213926	0.06307249	-0.07238607	-0.095056884	0.03980544	-0.011294952	0.12564743	-0.05111358	0.12731871	0.12690322	0.05173412	0.060103036	-0.07657339
0.16154115	-0.14380585	-0.13917032	0.21133302	0.1605469	0.06366379	0.010643819	-0.087927155	-0.15588403	0.120734446	0.008968854	0.055935327	0.15922011	0.069349416	0.22796614	-0.027168557
-0.16552725	0.12527268	0.07211035	-0.014266667	-0.07449549	-0.16652444	-0.13063926	0.116314135	0.079818554	-0.09465832	-0.1695856	0.16392897	-0.042349927	-0.09511539	-0.08351092	-0.16582064
0.00038100805	-0.027119853	-0.060533732	0.12768224	0.07968551	-0.06751851	-0.01019868	-0.010338485	-0.013521985	0.06951368	-0.081858195	0.09315256	0.08549986	-0.030802926	0.13193433	-0.06988494
-0.07245712	0.050558433	0.013830863	0.08649836	0.036997292	-0.06588002	-0.075233445	-0.00015431293	-0.021723885	0.037030518	-0.10821887	0.1685007	0.04645739	-0.029894695	0.024437798	-0.16655988
0.08273491	-0.14820501	-0.07502655	0.14793992	0.124555685	0.05282364	-0.012187369	-0.09779134	-0.13071203	0.16478714	-0.024234137	0.08597042	0.09515885	0.106661424	0.16931863	-0.052657034
0.09108091	-0.101506144	-0.051776625	0.20060657	0.12627596	0.031207642	-0.060510665	-0.0037910596	-0.116517924	0.06831622	0.003272118	0.10914709	0.15411827	0.053185076	0.122341074	-0.100367226
-0.06535937	0.008662943	0.06663399	0.09217886	0.07568388	-0.091288336	-0.09238885	0.035467263	0.025598513	0.06063314	-0.112720095	0.1545473	0.05972754	-0.04648184	0.04314507	-0.098705664
0.037560552	-0.034199107	-0.024637144	0.1632609	0.07599335	-0.07653356	-0.04526088	0.0050550536	-0.02616565	0.09435429	-0.1329906	0.21646497	0.09970813	0.0018117934	0.12903985	-0.14977293
0.22649093	-0.176354	-0.09851431	0.21814051	0.2388943	0.102484494	0.08591016	-0.1631888	-0.215468	0.20891407	0.08553186	-0.08388118	0.15098123	0.14608638	0.2350528	0.11822316
-0.25715262	0.27073377	0.25418705	-0.22842917	-0.23408101	-0.3059122	-0.27166542	0.2605485	0.22778605	-0.2321719	-0.30514598	0.30117953	-0.19099379	-0.20178957	-0.18909812	-0.33971322
0.057145067	-0.011674726	-0.04258785	0.06242417	0.08464125	-0.06108185	-0.032451566	-0.053905815	-0.053196482	0.074191205	-0.048420917	0.09677712	0.06112803	0.015374757	0.10976038	-0.07644209
-0.09533023	0.13106161	0.11416712	-0.106692605	-0.061588384	-0.16145273	-0.13330105	0.124696605	0.12538035	-0.10412278	-0.15215836	0.101541564	-0.11551145	-0.09717291	-0.07892531	-0.09827959
0.18922396	-0.12290011	-0.14054032	0.22048196	0.1774012	0.045991935	0.060609613	-0.074611515	-0.11725809	0.1386302	0.021237204	-0.002245869	0.17503142	0.12477525	0.21814828	0.05750114
0.17724901	-0.18860975	-0.18027586	0.2683444	0.19220686	0.12922278	0.19637038	-0.118897036	-0.18720852	0.14076051	0.13211346	-0.1302828	0.24369435	0.19690494	0.19547427	0.17043023
-0.076985754	0.120736144	0.095771685	-0.07939513	-0.06749158	-0.06632469	-0.11038729	0.05345084	0.03573971	-0.04776042	-0.09805502	0.106979586	-0.047123425	-0.066076696	-0.098326385	-0.12144342
0.009389909	0.057011273	0.07556007	0.09259245	0.01536244	-0.09744916	-0.060900543	0.056838136	0.003292478	-0.012917181	-0.12853299	0.120806895	0.027602272	-0.056407996	0.026522957	-0.14482875
-0.11407939	0.106349766	0.08336113	-0.07378876	-0.07289067	-0.13917376	-0.16936572	0.1924619	0.1362327	-0.07220356	-0.19712174	0.25701782	-0.10364835	-0.17443575	-0.08304338	-0.22792558
0.12112462	-0.16256253	-0.06593477	0.16186453	0.13006788	0.08743809	0.024214711	-0.09374733	-0.14689262	0.19174671	0.045485526	-0.0055172057	0.20543645	0.07939912	0.21950904	0.037095442
0.06018561	-0.04764207	-0.022260824	0.12877364	0.035664774	-0.059163567	-0.088486426	-0.013362258	0.0135712465	0.07220411	-0.0832435	0.07308712	0.059106365	0.04012958	0.09943936	-0.074356414
0.018445889	-0.0015223223	0.03206449	0.1095067	0.05473907	0.014764879	0.05059042	-0.027996603	-0.06087152	0.0035849	-0.004193904	0.041686054	0.05702346	0.009601979	0.1052674	-0.01661788
0.08740938	-0.019615162	-0.0481005	0.10152656	0.112931356	-0.03724672	0.06992611	-0.088381134	-0.0343512	0.054279372	0.031209	-0.02308535	0.09873642	0.0059015662	0.114624046	-0.05390399
